rank,title,authors,year,id,status,role,sub_area,provenance,source,citation_count,confidence,url,notes
865,Agentic AI Modernization: Transforming Institutional Infrastructure Through Orchestrated Multi-Agent LLM Framework,Mahesh Kumar Damarched,2026,https://doi.org/10.32996/jcsts.2026.8.4.1,candidate,trend,"Safety, Security, and Reliability",auto-map:openalex-query,openalex:frameworks;openalex:orchestration,1,0.92,https://doi.org/10.32996/jcsts.2026.8.4.1,OpenAlex query expansion
866,A Conceptual Framework for LLM-based Multi-agent System in Construction Management,"Alok Rawat Alok Rawat, Emlyn Witt Emlyn Witt, Irene Lill Irene Lill",2025,https://doi.org/10.35490/ec3.2025.218,candidate,trend,"Safety, Security, and Reliability",auto-map:openalex-query,openalex:frameworks;openalex:llm-mas,1,0.92,https://doi.org/10.35490/ec3.2025.218,OpenAlex query expansion
867,Self-Adaptive Multi-Agent LLM-Based Security Pattern Selection for IoT Systems,Saeid Jamshidi et al,2026,2605.00741,candidate,trend,"Safety, Security, and Reliability",auto-map:arxiv-query,arxiv:agent-security;arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2605.00741,arXiv query expansion
868,Constraint-Guided Multi-Agent Decompilation for Executable Binary Recovery,Yifan Zhang et al,2026,2604.23940,candidate,trend,"Safety, Security, and Reliability",auto-map:arxiv-query,arxiv:agent-security;arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.23940,arXiv query expansion
869,The Blind Spot of Agent Safety: How Benign User Instructions Expose Critical Vulnerabilities in Computer-Use Agents,Xuwei Ding et al,2026,2604.10577,candidate,bridge,"Safety, Security, and Reliability",auto-map:arxiv-query,arxiv:computer-use;arxiv:prompt-injection,0,0.92,https://arxiv.org/abs/2604.10577,arXiv query expansion
870,Kill-Chain Canaries: Stage-Level Tracking of Prompt Injection Across Attack Surfaces and Model Safety Tiers,Haochuan Kevin Wang et al,2026,2603.28013,candidate,trend,"Safety, Security, and Reliability",auto-map:arxiv-query,arxiv:agent-security;arxiv:prompt-injection,0,0.92,https://arxiv.org/abs/2603.28013,arXiv query expansion
871,CurriculumPT: LLM-Based Multi-Agent Autonomous Penetration Testing with Curriculum-Guided Task Scheduling,"Xingyu Wu, Yunzhe Tian, Yuanwan Chen et al",2025,https://doi.org/10.3390/app15169096,candidate,trend,"Safety, Security, and Reliability",auto-map:openalex-query,openalex:cybersecurity,4,0.92,https://doi.org/10.3390/app15169096,OpenAlex query expansion
872,SecMate: Multi-Agent Adaptive Cybersecurity Troubleshooting with Tri-Context Personalization,Yair Meidan et al,2026,2604.26394,candidate,trend,"Safety, Security, and Reliability",auto-map:arxiv-query,arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.26394,arXiv query expansion
873,Red-MIRROR: Agentic LLM-based Autonomous Penetration Testing with Reflective Verification and Knowledge-augmented Interaction,Tran Vy Khang et al,2026,2603.27127,candidate,trend,"Safety, Security, and Reliability",auto-map:arxiv-query,arxiv:llm-mas,0,0.92,https://arxiv.org/abs/2603.27127,arXiv query expansion
874,Toward a Safe Internet of Agents,Juan A. Wibowo et al,2025,2512.00520,candidate,trend,"Safety, Security, and Reliability",auto-map:arxiv-query,arxiv:agent-safety,0,0.92,https://arxiv.org/abs/2512.00520,arXiv query expansion
875,Artificial Leviathan: Exploring Social Evolution of LLM Agents Through the Lens of Hobbesian Social Contract Theory,Gordon Dai et al,2024,2406.14373,candidate,core,"Safety, Security, and Reliability",auto-map:arxiv-query,arxiv:society,0,0.92,https://arxiv.org/abs/2406.14373,arXiv query expansion
876,InvestESG: A multi-agent reinforcement learning benchmark for studying climate investment as a social dilemma,Xiaoxuan Hou et al,2024,2411.09856,candidate,bridge,"Safety, Security, and Reliability",auto-map:arxiv-query,arxiv:social-dilemmas,0,0.92,https://arxiv.org/abs/2411.09856,arXiv query expansion
877,AutoSafeCoder: A Multi-Agent Framework for Securing LLM Code Generation through Static Analysis and Fuzz Testing,"Nunez, Ana, Islam, Nafis Tanveer, Jha, Sumit Kumar et al",2024,2409.10737,candidate,core,"Safety, Security, and Reliability",auto-map:openalex-query,openalex:coding-agents;openalex:frameworks,3,0.92,http://arxiv.org/abs/2409.10737,OpenAlex query expansion
878,An Empirical Study of Group Conformity in Multi-Agent Systems,"Choi, Min, Kim, Keonwoo, Chae, Sungwon et al",2025,2506.01332,candidate,trend,"Safety, Security, and Reliability",auto-map:openalex-query,openalex:debate,2,0.92,http://arxiv.org/abs/2506.01332,OpenAlex query expansion
879,Argus: A Multi-Agent Sensitive Information Leakage Detection Framework Based on Hierarchical Reference Relationships,Bin Wang et al,2025,2512.08326,candidate,trend,"Safety, Security, and Reliability",auto-map:arxiv-query,arxiv:collaboration,0,0.92,https://arxiv.org/abs/2512.08326,arXiv query expansion
880,Policy Convergence and Explainable Stability in Orchestrated Multi-Agent LLM Trading Frameworks,Shourya Dewansh,2026,https://doi.org/10.22161/ijaems.122.8,candidate,trend,"Safety, Security, and Reliability",auto-map:openalex-query,openalex:orchestration,0,0.92,https://doi.org/10.22161/ijaems.122.8,OpenAlex query expansion
881,HarmonyGuard: Toward Safety and Utility in Web Agents via Adaptive Policy Enhancement and Dual-Objective Optimization,Yurun Chen et al,2025,2508.04010,candidate,trend,"Safety, Security, and Reliability",auto-map:arxiv-query,arxiv:web-agents,0,0.92,https://arxiv.org/abs/2508.04010,arXiv query expansion
882,Development of a Large Language Model-based Multi-Agent Clinical Decision Support System for Korean Triage and Acuity Scale (KTAS)-Based Triage and Treatment Planning in Emergency Departments,"Seungjun Han, Wongyung Choi",2025,2025.51187,candidate,trend,"Safety, Security, and Reliability",auto-map:openalex-query,openalex:medical-agents;openalex:orchestration;openalex:planning,8,0.92,https://doi.org/10.54364/aaiml.2025.51187,OpenAlex query expansion
883,LLM-Based Multi-Agent Framework for Troubleshooting Distributed Systems,"Mario De Jesus, Perfect Sylvester, William Clifford et al",2025,2025.00024,candidate,trend,"Safety, Security, and Reliability",auto-map:openalex-query,openalex:frameworks;openalex:llm-mas,2,0.92,https://doi.org/10.1109/cloud-summit64795.2025.00024,OpenAlex query expansion
884,FedLMA: A Federated Learning Framework Integrating LLM-Based Multi-Agent Reasoning With Knowledge Distillation,"Jinlong Wang, Yunting Wu, Xiaoyun Xiong et al",2025,https://doi.org/10.1109/tce.2025.3608003,candidate,trend,"Safety, Security, and Reliability",auto-map:openalex-query,openalex:frameworks;openalex:reasoning,1,0.92,https://doi.org/10.1109/tce.2025.3608003,OpenAlex query expansion
885,Deep Multi-Agent Reinforcement Learning for Highway On-Ramp Merging in Mixed Traffic,"Dong Chen, Mohammad R. Hajidavalloo, Zhaojian Li et al",2023,https://doi.org/10.1109/tits.2023.3285442,candidate,bridge,"Safety, Security, and Reliability",auto-map:openalex-query,openalex:marl,193,0.92,https://doi.org/10.1109/tits.2023.3285442,OpenAlex query expansion
886,Communication Enables Cooperation in LLM Agents: A Comparison with Curriculum-Based Approaches,Hachem Madmoun et al,2025,2510.05748,candidate,trend,"MARL, Emergent Communication, and Social Behavior",auto-map:arxiv-query,arxiv:social-dilemmas,0,0.92,https://arxiv.org/abs/2510.05748,arXiv query expansion
887,Formal Contracts Mitigate Social Dilemmas in Multi-Agent RL,"Haupt, Andreas A., Christoffersen, Phillip J. K., Damani, Mehul et al",2022,2208.10469,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",auto-map:arxiv-query;auto-map:openalex-query,arxiv:social-dilemmas;openalex:social-dilemmas,5,0.92,http://arxiv.org/abs/2208.10469,OpenAlex query expansion
888,Formal contracts mitigate social dilemmas in multi-agent reinforcement learning,"Andreas Haupt, Phillip Christoffersen, Mehul Damani et al",2024,https://doi.org/10.1007/s10458-024-09682-5,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",auto-map:openalex-query,openalex:social-dilemmas,2,0.92,https://doi.org/10.1007/s10458-024-09682-5,OpenAlex query expansion
889,Large Language Model Guided Incentive Aware Reward Design for Cooperative Multi-Agent Reinforcement Learning,Dogan Urgun et al,2026,2603.24324,candidate,trend,"MARL, Emergent Communication, and Social Behavior",auto-map:arxiv-query,arxiv:marl,0,0.92,https://arxiv.org/abs/2603.24324,arXiv query expansion
890,Generative Emergent Communication: Large Language Model is a Collective World Model,"Taniguchi, Tadahiro, Ueda, Ryo, Nakamura, Tomoaki et al",2024,2501.00226,candidate,core,"MARL, Emergent Communication, and Social Behavior",auto-map:arxiv-query;auto-map:openalex-query,arxiv:emergent-communication;openalex:society,2,0.92,http://arxiv.org/abs/2501.00226,OpenAlex query expansion
891,Advancing Language Multi-Agent Learning with Credit Re-Assignment for Interactive Environment Generalization,Zhitao He et al,2025,2502.14496,candidate,trend,"MARL, Emergent Communication, and Social Behavior",auto-map:arxiv-query,arxiv:language-agents,0,0.92,https://arxiv.org/abs/2502.14496,arXiv query expansion
892,AI Mother Tongue: Self-Emergent Communication in MARL via Endogenous Symbol Systems,Hung Ming Liu,2025,2507.10566,candidate,trend,"MARL, Emergent Communication, and Social Behavior",auto-map:arxiv-query,arxiv:emergent-communication,0,0.92,https://arxiv.org/abs/2507.10566,arXiv query expansion
893,Scalable UAV Multi-Hop Networking via Multi-Agent Reinforcement Learning with Large Language Models,Yanggang Xu et al,2025,2505.08448,candidate,trend,"MARL, Emergent Communication, and Social Behavior",auto-map:arxiv-query,arxiv:emergent-communication,0,0.92,https://arxiv.org/abs/2505.08448,arXiv query expansion
894,Learning Robust Social Strategies with Large Language Models,Dereck Piche et al,2025,2511.19405,candidate,trend,"MARL, Emergent Communication, and Social Behavior",auto-map:arxiv-query,arxiv:social-dilemmas,0,0.92,https://arxiv.org/abs/2511.19405,arXiv query expansion
895,Integrated Design and Governance of Agentic AI Systems through Adaptive Information Modulation,Qiliang Chen et al,2024,2409.10372,candidate,core,"MARL, Emergent Communication, and Social Behavior",auto-map:arxiv-query,arxiv:social-dilemmas,0,0.92,https://arxiv.org/abs/2409.10372,arXiv query expansion
896,Obedience-based Multi-Agent Cooperation for Sequential Social Dilemmas,Gaurav Gupta,2020,https://openalex.org/W3035511399,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",auto-map:openalex-query,openalex:social-dilemmas,3,0.92,http://hdl.handle.net/10012/15853,OpenAlex query expansion
897,Trust-Based Social Learning for Communication (TSLEC) Protocol Evolution in Multi-Agent Reinforcement Learning,Abraham Itzhak Weinberg,2025,2511.19562,candidate,trend,"MARL, Emergent Communication, and Social Behavior",auto-map:arxiv-query,arxiv:emergent-communication,0,0.9,https://arxiv.org/abs/2511.19562,arXiv query expansion
898,"Communicating Plans, Not Percepts: Scalable Multi-Agent Coordination with Embodied World Models",Brennen A. Hill et al,2025,2508.02912,candidate,trend,"MARL, Emergent Communication, and Social Behavior",auto-map:arxiv-query,arxiv:emergent-communication,0,0.9,https://arxiv.org/abs/2508.02912,arXiv query expansion
899,Towards Language-Augmented Multi-Agent Deep Reinforcement Learning,Maxime Toquebiau et al,2025,2506.05236,candidate,trend,"MARL, Emergent Communication, and Social Behavior",auto-map:arxiv-query,arxiv:emergent-communication,0,0.9,https://arxiv.org/abs/2506.05236,arXiv query expansion
900,Environmental-Impact Based Multi-Agent Reinforcement Learning,Farinaz Alamiyan-Harandi et al,2023,2311.04240,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",auto-map:arxiv-query,arxiv:social-dilemmas,0,0.9,https://arxiv.org/abs/2311.04240,arXiv query expansion
901,LOPT: Learning Optimal Pigovian Tax in Sequential Social Dilemmas,Yun Hua et al,2023,2305.06227,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",auto-map:arxiv-query,arxiv:social-dilemmas,0,0.9,https://arxiv.org/abs/2305.06227,arXiv query expansion
902,Improved cooperation by balancing exploration and exploitation in intertemporal social dilemma tasks,Zhenbo Cheng et al,2021,2111.09152,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",auto-map:arxiv-query,arxiv:social-dilemmas,0,0.9,https://arxiv.org/abs/2111.09152,arXiv query expansion
903,Re-conceptualising the Language Game Paradigm in the Framework of Multi-Agent Reinforcement Learning,Paul Van Eecke et al,2020,2004.04722,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",auto-map:arxiv-query,arxiv:emergent-communication,0,0.9,https://arxiv.org/abs/2004.04722,arXiv query expansion
904,Rollout-Training Co-Design for Efficient LLM-Based Multi-Agent Reinforcement Learning,Zhida Jiang et al,2026,2602.09578,candidate,trend,"MARL, Emergent Communication, and Social Behavior",auto-map:arxiv-query,arxiv:llm-mas,0,0.89,https://arxiv.org/abs/2602.09578,arXiv query expansion
905,LangMARL: Natural Language Multi-Agent Reinforcement Learning,Huaiyuan Yao et al,2026,2604.00722,candidate,trend,"MARL, Emergent Communication, and Social Behavior",auto-map:arxiv-query,arxiv:marl,0,0.89,https://arxiv.org/abs/2604.00722,arXiv query expansion
906,Zero Shot Coordination for Sparse Reward Tasks with Diverse Reward Shapings,Keenan Powell et al,2026,2604.25076,candidate,trend,"MARL, Emergent Communication, and Social Behavior",auto-map:arxiv-query,arxiv:marl,0,0.87,https://arxiv.org/abs/2604.25076,arXiv query expansion
907,Phyelds: A Pythonic Framework for Aggregate Computing,Gianluca Aguzzi et al,2026,2603.29999,candidate,trend,"MARL, Emergent Communication, and Social Behavior",auto-map:arxiv-query,arxiv:marl,0,0.87,https://arxiv.org/abs/2603.29999,arXiv query expansion
908,Multi-Agent Curricula and Emergent Implicit Signaling,Niko A. Grupen et al,2021,2106.11156,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",auto-map:arxiv-query,arxiv:emergent-communication,0,0.86,https://arxiv.org/abs/2106.11156,arXiv query expansion
909,Networked Multi-Agent Reinforcement Learning with Emergent Communication,"Gupta, Shubham, Hazra, Rishi, Dukkipati, Ambedkar",2020,2004.02780,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",auto-map:arxiv-query;auto-map:openalex-query,arxiv:emergent-communication;openalex:emergent-communication,10,0.92,http://arxiv.org/abs/2004.02780,OpenAlex query expansion
910,Emergent Reciprocity and Team Formation from Randomized Uncertain Social Preferences,"Baker, Bowen",2020,2011.05373,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",auto-map:arxiv-query;auto-map:openalex-query,arxiv:social-dilemmas;openalex:social-dilemmas,5,0.92,http://arxiv.org/abs/2011.05373,OpenAlex query expansion
911,Low-Bandwidth Communication Emerges Naturally in Multi-Agent Learning Systems,"Grupen, Niko A., Lee, Daniel D., Selman, Bart",2020,2011.14890,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",auto-map:arxiv-query;auto-map:openalex-query,arxiv:emergent-communication;openalex:emergent-communication,4,0.92,http://arxiv.org/abs/2011.14890,OpenAlex query expansion
912,Control as Probabilistic Inference as an Emergent Communication Mechanism in Multi-Agent Reinforcement Learning,"Nakamura, Tomoaki, Taniguchi, Akira, Taniguchi, Tadahiro",2023,2307.05004,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",auto-map:arxiv-query;auto-map:openalex-query,arxiv:emergent-communication;openalex:emergent-communication,3,0.92,http://arxiv.org/abs/2307.05004,OpenAlex query expansion
913,Evolving Intrinsic Motivations for Altruistic Behavior,"Jane X. Wang, Edward Hughes, Chrisantha Fernando et al",2019,https://doi.org/10.65109/vtgr9509,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",auto-map:openalex-query,openalex:social-dilemmas,10,0.92,https://doi.org/10.65109/vtgr9509,OpenAlex query expansion
914,Admission-Based Reinforcement-Learning Algorithm in Sequential Social Dilemmas,"Ting Guo, Yuyu Yuan, Pengqian Zhao",2023,https://doi.org/10.3390/app13031807,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",auto-map:openalex-query,openalex:social-dilemmas,9,0.92,https://doi.org/10.3390/app13031807,OpenAlex query expansion
915,Multi-Agent Reinforcement Learning-Based Decentralized Spectrum Access in Vehicular Networks With Emergent Communication,"Ping Xiang, Hangguan Shan, Zhou Su et al",2022,https://doi.org/10.1109/lcomm.2022.3214792,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",auto-map:openalex-query,openalex:emergent-communication,9,0.92,https://doi.org/10.1109/lcomm.2022.3214792,OpenAlex query expansion
