rank,id,title,authors,year,status,role,sub_area,source,citation_count,confidence,url,arxiv_id,artifact_path,pdf_path,source_path,pdf_status,source_status,review_batch,decision,note
906,2604.25076,Zero Shot Coordination for Sparse Reward Tasks with Diverse Reward Shapings,Keenan Powell et al,2026,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:marl,0,0.87,https://arxiv.org/abs/2604.25076,2604.25076,papers_extra/multi-agent-triaged/0906_2604.25076,papers_extra/multi-agent-triaged/0906_2604.25076/paper.pdf,papers_extra/multi-agent-triaged/0906_2604.25076/source,present,present,batch-06,keep,Retained after batch review.
908,2106.11156,Multi-Agent Curricula and Emergent Implicit Signaling,Niko A. Grupen et al,2021,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",arxiv:emergent-communication,0,0.86,https://arxiv.org/abs/2106.11156,2106.11156,papers_extra/multi-agent-triaged/0908_2106.11156,papers_extra/multi-agent-triaged/0908_2106.11156/paper.pdf,papers_extra/multi-agent-triaged/0908_2106.11156/source,present,present,batch-06,keep,Retained after batch review.
909,2004.02780,Networked Multi-Agent Reinforcement Learning with Emergent Communication,"Gupta, Shubham, Hazra, Rishi, Dukkipati, Ambedkar",2020,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",arxiv:emergent-communication;openalex:emergent-communication,10,0.92,http://arxiv.org/abs/2004.02780,2004.02780,papers_extra/multi-agent-triaged/0909_2004.02780,papers_extra/multi-agent-triaged/0909_2004.02780/paper.pdf,papers_extra/multi-agent-triaged/0909_2004.02780/source,present,present,batch-06,keep,Retained after batch review.
910,2011.05373,Emergent Reciprocity and Team Formation from Randomized Uncertain Social Preferences,"Baker, Bowen",2020,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",arxiv:social-dilemmas;openalex:social-dilemmas,5,0.92,http://arxiv.org/abs/2011.05373,2011.05373,papers_extra/multi-agent-triaged/0910_2011.05373,papers_extra/multi-agent-triaged/0910_2011.05373/paper.pdf,papers_extra/multi-agent-triaged/0910_2011.05373/source,present,present,batch-06,keep,Retained after batch review.
911,2011.14890,Low-Bandwidth Communication Emerges Naturally in Multi-Agent Learning Systems,"Grupen, Niko A., Lee, Daniel D., Selman, Bart",2020,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",arxiv:emergent-communication;openalex:emergent-communication,4,0.92,http://arxiv.org/abs/2011.14890,2011.14890,papers_extra/multi-agent-triaged/0911_2011.14890,papers_extra/multi-agent-triaged/0911_2011.14890/paper.pdf,papers_extra/multi-agent-triaged/0911_2011.14890/source,present,present,batch-06,keep,Retained after batch review.
912,2307.05004,Control as Probabilistic Inference as an Emergent Communication Mechanism in Multi-Agent Reinforcement Learning,"Nakamura, Tomoaki, Taniguchi, Akira, Taniguchi, Tadahiro",2023,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",arxiv:emergent-communication;openalex:emergent-communication,3,0.92,http://arxiv.org/abs/2307.05004,2307.05004,papers_extra/multi-agent-triaged/0912_2307.05004,papers_extra/multi-agent-triaged/0912_2307.05004/paper.pdf,papers_extra/multi-agent-triaged/0912_2307.05004/source,present,present,batch-06,keep,Retained after batch review.
913,https://doi.org/10.65109/vtgr9509,Evolving Intrinsic Motivations for Altruistic Behavior,"Jane X. Wang, Edward Hughes, Chrisantha Fernando et al",2019,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",openalex:social-dilemmas,10,0.92,https://doi.org/10.65109/vtgr9509,,,,,unresolved,unavailable,batch-18,keep,Known multi-agent social dilemma/altruistic behavior work with strong authorship and foundational relevance; DOI metadata appears odd but title/authors/content are credible.
914,https://doi.org/10.3390/app13031807,Admission-Based Reinforcement-Learning Algorithm in Sequential Social Dilemmas,"Ting Guo, Yuyu Yuan, Pengqian Zhao",2023,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",openalex:social-dilemmas,9,0.92,https://doi.org/10.3390/app13031807,,,,,unresolved,unavailable,batch-18,keep,MARL sequential social dilemma paper with some citation signal; narrow but relevant anchor/bridge material rather than obvious low-quality noise.
915,https://doi.org/10.1109/lcomm.2022.3214792,Multi-Agent Reinforcement Learning-Based Decentralized Spectrum Access in Vehicular Networks With Emergent Communication,"Ping Xiang, Hangguan Shan, Zhou Su et al",2022,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",openalex:emergent-communication,9,0.92,https://doi.org/10.1109/lcomm.2022.3214792,,,,,unresolved,unavailable,batch-18,keep,IEEE Communications Letters paper on MARL and emergent communication; domain-specific but credible and relevant to emergent communication.
916,https://doi.org/10.5555/3398761.3398895,A Structural Solution to Sequential Moral Dilemmas,"Manel Rodríguez-Soto, Maite López-Sánchez, Juan A. Rodríguez-Aguilar",2020,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",openalex:social-dilemmas,9,0.92,http://hdl.handle.net/10261/235560,,,,,unresolved,unavailable,batch-18,keep,AAMAS-style proceedings metadata and direct multi-agent dilemma framing make this a plausible foundation paper despite limited metadata.
917,2023.00073,Multi-agent Reinforcement Learning with Emergent Communication using Discrete and Indifferentiable Message,"Hiroto Ebara, Tomoaki Nakamura, Akira Taniguchi et al",2023,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",openalex:emergent-communication,6,0.92,https://doi.org/10.1109/iiai-aai-winter61682.2023.00073,,,,,unresolved,unavailable,batch-18,keep,Workshop/conference-style emergent communication MARL paper; limited signal but relevant enough for corpus retention pending deeper review.
918,https://doi.org/10.1109/meditcom58224.2023.10266608,Emergent Communication in Multi-Agent Reinforcement Learning for Flying Base Stations,"Salmane Naoumi, Reda Alami, Hakim Hacid et al",2023,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",openalex:emergent-communication,4,0.92,https://doi.org/10.1109/meditcom58224.2023.10266608,,,,,unresolved,unavailable,batch-18,keep,Applied IEEE emergent communication/MARL paper; narrow telecom domain but clearly multi-agent and not obvious noise.
919,2601.18419,Emergent Cooperation in Quantum Multi-Agent Reinforcement Learning Using Communication,Michael Kölle et al,2026,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:social-dilemmas;openalex:emergent-communication,0,0.89,https://arxiv.org/abs/2601.18419,2601.18419,papers_extra/multi-agent-triaged/0919_2601.18419,papers_extra/multi-agent-triaged/0919_2601.18419/paper.pdf,papers_extra/multi-agent-triaged/0919_2601.18419/source,present,present,batch-06,keep,Retained after batch review.
920,2302.14276,On the Role of Emergent Communication for Social Learning in Multi-Agent Reinforcement Learning,Seth Karten et al,2023,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",arxiv:emergent-communication;openalex:emergent-communication,0,0.89,https://arxiv.org/abs/2302.14276,2302.14276,papers_extra/multi-agent-triaged/0920_2302.14276,papers_extra/multi-agent-triaged/0920_2302.14276/paper.pdf,papers_extra/multi-agent-triaged/0920_2302.14276/source,present,present,batch-06,keep,Retained after batch review.
921,2602.15407,Fairness over Equality: Correcting Social Incentives in Asymmetric Sequential Social Dilemmas,Alper Demir et al,2026,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:social-dilemmas,0,0.85,https://arxiv.org/abs/2602.15407,2602.15407,papers_extra/multi-agent-triaged/0921_2602.15407,papers_extra/multi-agent-triaged/0921_2602.15407/paper.pdf,papers_extra/multi-agent-triaged/0921_2602.15407/source,present,present,batch-06,keep,Retained after batch review.
922,2602.08389,Altruism and Fair Objective in Mixed-Motive Markov games,Yao-hua Franck Xu et al,2026,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:social-dilemmas,0,0.85,https://arxiv.org/abs/2602.08389,2602.08389,papers_extra/multi-agent-triaged/0922_2602.08389,papers_extra/multi-agent-triaged/0922_2602.08389/paper.pdf,papers_extra/multi-agent-triaged/0922_2602.08389/source,present,present,batch-06,keep,Retained after batch review.
923,2601.22292,Learning Reward Functions for Cooperative Resilience in Multi-Agent Systems,Manuela Chacon-Chamorro et al,2026,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:social-dilemmas,0,0.85,https://arxiv.org/abs/2601.22292,2601.22292,papers_extra/multi-agent-triaged/0923_2601.22292,papers_extra/multi-agent-triaged/0923_2601.22292/paper.pdf,papers_extra/multi-agent-triaged/0923_2601.22292/source,present,present,batch-06,keep,Retained after batch review.
924,2601.06382,Dynamic Incentivized Cooperation under Changing Rewards,Philipp Altmann et al,2026,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:social-dilemmas,0,0.85,https://arxiv.org/abs/2601.06382,2601.06382,papers_extra/multi-agent-triaged/0924_2601.06382,papers_extra/multi-agent-triaged/0924_2601.06382/paper.pdf,papers_extra/multi-agent-triaged/0924_2601.06382/source,present,present,batch-06,keep,Retained after batch review.
925,2601.05509,How Exploration Breaks Cooperation in Shared-Policy Multi-Agent Reinforcement Learning,Yi-Ning Weng et al,2026,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:social-dilemmas,0,0.85,https://arxiv.org/abs/2601.05509,2601.05509,papers_extra/multi-agent-triaged/0925_2601.05509,papers_extra/multi-agent-triaged/0925_2601.05509/paper.pdf,papers_extra/multi-agent-triaged/0925_2601.05509/source,present,present,batch-06,keep,Retained after batch review.
927,https://doi.org/10.5281/zenodo.18728438,Beyond Homo Economicus: Computational Instantiation and Empirical Analysis of Amartya Sen's Meta-Ranking Theory in Multi-Agent Social Dilemmas,"Heo, Yesol",2026,candidate,trend,"MARL, Emergent Communication, and Social Behavior",openalex:social-dilemmas,0,0.85,https://doi.org/10.5281/zenodo.18728438,,,,,unresolved,unavailable,batch-19,keep,Zenodo preprint with zero citations but directly about MARL social dilemmas and has a substantial described empirical/code artifact; not an obvious noise removal.
928,2504.04438,DRAMA: A Dynamic Packet Routing Algorithm using Multi-Agent Reinforcement Learning with Emergent Communication,Wang Zhang et al,2025,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:emergent-communication,0,0.85,https://arxiv.org/abs/2504.04438,2504.04438,papers_extra/multi-agent-triaged/0928_2504.04438,papers_extra/multi-agent-triaged/0928_2504.04438/paper.pdf,papers_extra/multi-agent-triaged/0928_2504.04438/source,present,present,batch-06,keep,Retained after batch review.
929,2502.01568,Visual Theory of Mind Enables the Invention of Proto-Writing,Benjamin A. Spiegel et al,2025,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:emergent-communication,0,0.85,https://arxiv.org/abs/2502.01568,2502.01568,papers_extra/multi-agent-triaged/0929_2502.01568,papers_extra/multi-agent-triaged/0929_2502.01568/paper.pdf,papers_extra/multi-agent-triaged/0929_2502.01568/source,present,present,batch-06,keep,Retained after batch review.
930,2508.17696,Fair Cooperation in Mixed-Motive Games via Conflict-Aware Gradient Adjustment,Woojun Kim et al,2025,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:social-dilemmas,0,0.85,https://arxiv.org/abs/2508.17696,2508.17696,papers_extra/multi-agent-triaged/0930_2508.17696,papers_extra/multi-agent-triaged/0930_2508.17696/paper.pdf,papers_extra/multi-agent-triaged/0930_2508.17696/source,present,present,batch-06,keep,Retained after batch review.
931,2505.11100,Bidirectional Distillation: A Mixed-Play Framework for Multi-Agent Generalizable Behaviors,Lang Feng et al,2025,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:social-dilemmas,0,0.85,https://arxiv.org/abs/2505.11100,2505.11100,papers_extra/multi-agent-triaged/0931_2505.11100,papers_extra/multi-agent-triaged/0931_2505.11100/paper.pdf,papers_extra/multi-agent-triaged/0931_2505.11100/source,present,present,batch-06,keep,Retained after batch review.
932,2501.16138,Quantifying the Self-Interest Level of Markov Social Dilemmas,Richard Willis et al,2025,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:social-dilemmas,0,0.85,https://arxiv.org/abs/2501.16138,2501.16138,papers_extra/multi-agent-triaged/0932_2501.16138,papers_extra/multi-agent-triaged/0932_2501.16138/paper.pdf,papers_extra/multi-agent-triaged/0932_2501.16138/source,present,present,batch-06,keep,Retained after batch review.
933,https://doi.org/10.1109/smc58881.2025.11343592,Spectrum Sharing in V2X Networks Based on Multi-Agent Graph Emergent Communication,"Yue Pi, Wang Zhang, Yulong Ding et al",2025,candidate,trend,"MARL, Emergent Communication, and Social Behavior",openalex:emergent-communication,0,0.85,https://doi.org/10.1109/smc58881.2025.11343592,,,,,unresolved,unavailable,batch-19,keep,IEEE proceedings paper on multi-agent graph emergent communication for V2X spectrum sharing; narrow applied MARL but credible and plausibly relevant.
934,2401.12914,Emergent Communication Protocol Learning for Task Offloading in Industrial Internet of Things,Salwa Mostafa et al,2024,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",arxiv:emergent-communication,0,0.85,https://arxiv.org/abs/2401.12914,2401.12914,papers_extra/multi-agent-triaged/0934_2401.12914,papers_extra/multi-agent-triaged/0934_2401.12914/paper.pdf,papers_extra/multi-agent-triaged/0934_2401.12914/source,present,present,batch-06,keep,Retained after batch review.
935,2501.00160,"Deterministic Model of Incremental Multi-Agent Boltzmann Q-Learning: Transient Cooperation, Metastability, and Oscillations",David Goll et al,2024,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",arxiv:social-dilemmas,0,0.85,https://arxiv.org/abs/2501.00160,2501.00160,papers_extra/multi-agent-triaged/0935_2501.00160,papers_extra/multi-agent-triaged/0935_2501.00160/paper.pdf,papers_extra/multi-agent-triaged/0935_2501.00160/source,present,present,batch-06,keep,Retained after batch review.
936,2412.12326,Achieving Collective Welfare in Multi-Agent Reinforcement Learning via Suggestion Sharing,Yue Jin et al,2024,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",arxiv:social-dilemmas,0,0.85,https://arxiv.org/abs/2412.12326,2412.12326,papers_extra/multi-agent-triaged/0936_2412.12326,papers_extra/multi-agent-triaged/0936_2412.12326/paper.pdf,papers_extra/multi-agent-triaged/0936_2412.12326/source,present,present,batch-06,keep,Retained after batch review.
937,2411.10459,Evolutionary Multi-agent Reinforcement Learning in Group Social Dilemmas,Brian Mintz et al,2024,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",arxiv:social-dilemmas,0,0.85,https://arxiv.org/abs/2411.10459,2411.10459,papers_extra/multi-agent-triaged/0937_2411.10459,papers_extra/multi-agent-triaged/0937_2411.10459/paper.pdf,papers_extra/multi-agent-triaged/0937_2411.10459/source,present,present,batch-06,keep,Retained after batch review.
938,2409.09509,Learning Nudges for Conditional Cooperation: A Multi-Agent Reinforcement Learning Model,Shatayu Kulkarni et al,2024,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",arxiv:social-dilemmas,0,0.85,https://arxiv.org/abs/2409.09509,2409.09509,papers_extra/multi-agent-triaged/0938_2409.09509,papers_extra/multi-agent-triaged/0938_2409.09509/paper.pdf,papers_extra/multi-agent-triaged/0938_2409.09509/source,present,present,batch-06,keep,Retained after batch review.
939,2405.02654,Enhancing Cooperation through Selective Interaction and Long-term Experiences in Multi-Agent Reinforcement Learning,Tianyu Ren et al,2024,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",arxiv:social-dilemmas,0,0.85,https://arxiv.org/abs/2405.02654,2405.02654,papers_extra/multi-agent-triaged/0939_2405.02654,papers_extra/multi-agent-triaged/0939_2405.02654/paper.pdf,papers_extra/multi-agent-triaged/0939_2405.02654/source,present,present,batch-06,keep,Retained after batch review.
