rank,id,title,status,coverage_status,review_batch,decision,note
933,https://doi.org/10.1109/smc58881.2025.11343592,Spectrum Sharing in V2X Networks Based on Multi-Agent Graph Emergent Communication,candidate,reviewed-retained,batch-19,keep,IEEE proceedings paper on multi-agent graph emergent communication for V2X spectrum sharing; narrow applied MARL but credible and plausibly relevant.
934,2401.12914,Emergent Communication Protocol Learning for Task Offloading in Industrial Internet of Things,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
935,2501.00160,"Deterministic Model of Incremental Multi-Agent Boltzmann Q-Learning: Transient Cooperation, Metastability, and Oscillations",candidate,reviewed-retained,batch-06,keep,Retained after batch review.
936,2412.12326,Achieving Collective Welfare in Multi-Agent Reinforcement Learning via Suggestion Sharing,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
937,2411.10459,Evolutionary Multi-agent Reinforcement Learning in Group Social Dilemmas,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
938,2409.09509,Learning Nudges for Conditional Cooperation: A Multi-Agent Reinforcement Learning Model,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
939,2405.02654,Enhancing Cooperation through Selective Interaction and Long-term Experiences in Multi-Agent Reinforcement Learning,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
940,https://doi.org/10.1109/reepe60449.2024.10479770,The «Stag Hunt» Social Dilemma in Multi-Agent Reinforcement Learning,candidate,reviewed-retained,batch-19,keep,IEEE proceedings article directly on MARL social dilemma dynamics; low citation count and narrow venue but not obvious corpus noise.
941,2306.11336,Cooperative Multi-Agent Learning for Navigation via Structured State Abstraction,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
942,2306.03830,Inductive Bias for Emergent Communication in a Continuous Setting,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
943,2312.08484,Self-Play Q-learners Can Provably Collude in the Iterated Prisoner's Dilemma,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
944,2310.04623,Deconstructing Cooperation and Ostracism via Multi-Agent Reinforcement Learning,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
945,2305.11358,Understanding the World to Solve Social Dilemmas Using Multi-Agent Reinforcement Learning,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
946,2301.13812,Learning Roles with Emergent Social Value Orientations,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
947,2202.09859,Cooperative Artificial Intelligence,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
948,2111.11129,Multi-lingual agents through multi-headed neural networks,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
949,2111.02827,Towards Learning to Speak and Hear Through Multi-Agent Communication over a Continuous Acoustic Channel,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
950,2110.08229,Influencing Towards Stable Multi-Agent Interactions,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
951,2112.08702,Learning to Share in Multi-Agent Reinforcement Learning,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
952,2110.11404,Statistical discrimination in learning agents,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
953,2105.07405,Robust optimal policies for team Markov games,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
954,2104.11455,Birds of a Feather Flock Together: A Close Look at Cooperation Emergence via Multi-Agent RL,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
955,2002.08878,Multi-Agent Reinforcement Learning as a Computational Tool for Language Evolution Research: Historical Context and Future Challenges,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
956,2002.05147,Multi-Agent Reinforcement Learning and Human Social Factors in Climate Change Mitigation,candidate,removed-low-quality,previous-canonical,remove,"Five-page proposal/position piece; no experiments, no LLM, weak anchor value."
957,2601.03254,Automated Semantic Rules Detection (ASRD) for Emergent Communication Interpretation,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
958,2410.21803,SimSiam Naming Game: A Unified Approach for Representation Learning and Emergent Communication,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
959,https://doi.org/10.1016/j.neucom.2025.130105,LLM-guided decision-making toolkit for multi-agent reinforcement learning,candidate,reviewed-retained,batch-19,keep,Recent Neurocomputing paper directly linking LLM guidance and MARL decision-making with early citations; clearly in scope for deeper review.
960,https://doi.org/10.1007/978-981-96-9894-3_2,LERO: LLM-driven Evolutionary Framework with Hybrid Rewards and Enhanced Observation for Multi-Agent Reinforcement Learning,candidate,reviewed-retained,batch-19,keep,LLM-driven MARL framework in a Springer proceedings volume; likely incremental but in scope and not obviously low quality from metadata.
961,2604.05483,Can We Trust a Black-box LLM? LLM Untrustworthy Boundary Detection via Bias-Diffusion and Multi-Agent Reinforcement Learning,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
962,2401.12624,Knowledge Distillation from Language-Oriented to Emergent Communication for Multi-Agent Remote Control,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
963,https://doi.org/10.1109/access.2019.2902846,Multi-Objective Workflow Scheduling With Deep-Q-Network-Based Multi-Agent Reinforcement Learning,candidate,reviewed-retained,batch-19,keep,Highly cited IEEE Access MARL application paper; not LLM-specific but credible as MARL/workflow scheduling background.
964,https://doi.org/10.1016/j.jmsy.2021.07.015,Optimizing task scheduling in human-robot collaboration with deep multi-agent reinforcement learning,candidate,reviewed-retained,batch-19,keep,Well-cited Journal of Manufacturing Systems paper on deep MARL for human-robot task scheduling; applied but credible foundation material.
965,https://doi.org/10.1109/jsac.2021.3087248,Effective Communications: A Joint Learning and Communication Framework for Multi-Agent Reinforcement Learning over Noisy Channels,candidate,reviewed-retained,batch-19,keep,Well-cited IEEE JSAC paper on learned communication under noisy channels; strong multi-agent communication specificity and useful background.
966,https://doi.org/10.1109/lra.2022.3184795,Multi-Agent Reinforcement Learning for Real-Time Dynamic Production Scheduling in a Robot Assembly Cell,candidate,reviewed-retained,batch-19,keep,Well-cited IEEE Robotics and Automation Letters paper on practical MARL scheduling; credible applied MARL paper worth preserving.
967,https://openalex.org/W2970272688,LIIR: Learning Individual Intrinsic Reward in Multi-Agent Reinforcement Learning,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
968,https://doi.org/10.1609/aaai.v36i9.21179,Multi-Agent Incentive Communication via Decentralized Teammate Modeling,candidate,reviewed-retained,batch-19,keep,AAAI paper with citations on decentralized teammate modeling and communication incentives; strong multi-agent specificity.
969,https://doi.org/10.1145/3292500.3330868,Automating Feature Subspace Exploration via Multi-Agent Reinforcement Learning,candidate,reviewed-retained,batch-19,keep,ACM/KDD-era paper with significant citations; not LLM-focused but credible MARL method for automated exploration and not obvious noise.
970,https://doi.org/10.1109/tii.2022.3168319,Coordination for Multienergy Microgrids Using Multiagent Reinforcement Learning,candidate,reviewed-retained,batch-19,keep,Well-cited IEEE Transactions paper on MARL coordination in microgrids; applied but relevant to multi-agent coordination.
971,https://doi.org/10.1561/3300000050,Recommender Systems Meet Large Language Model Agents: A Survey,candidate,reviewed-retained,batch-19,keep,Survey directly about LLM agents in recommender systems; domain-specific but useful for the LLM-agent literature map.
972,https://doi.org/10.70777/si.v2i3.15417,"Highlights of the Issue: Governance, Agents, Evolutionary Search",candidate,removed-low-quality,batch-19,remove,Editorial issue-highlight/paratetext rather than a research or survey contribution; weak source signal and no clear multi-agent technical content.
973,https://doi.org/10.1002/med4.70000,Agentic Large Language Models for Healthcare: Current Progress and Future Opportunities,candidate,reviewed-retained,batch-19,keep,Healthcare-focused agentic LLM review with citations; relevant survey material despite domain specificity.
974,2504.19678,From LLM Reasoning to Autonomous AI Agents: A Comprehensive Review,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
975,https://doi.org/10.5281/zenodo.18648837,Antrocon — Multi-Agent LLM Orchestration System,candidate,removed-low-quality,batch-19,remove,Zenodo software release record for a local orchestration system rather than a peer-reviewed paper or substantive evaluated research article; zero citations and demo/tool metadata.
976,2503.23037,"Agentic Large Language Models, a survey",candidate,reviewed-retained,batch-06,keep,Retained after batch review.
977,https://doi.org/10.1109/csnt64827.2025.10968728,Coding Agents: A Comprehensive Survey of Automated Bug Fixing Systems and Benchmarks,candidate,reviewed-retained,batch-19,keep,Survey on coding agents and automated bug-fixing benchmarks; relevant to LLM agents and benchmarks though likely broad and early.
978,https://doi.org/10.20944/preprints202512.2119.v1,"Large Language Model Agents: A Comprehensive Survey on Architectures, Capabilities, and Applications",candidate,reviewed-retained,batch-19,keep,Generic preprints.org LLM-agent survey with low citations but directly in scope; needs deeper review rather than obvious removal.
979,2510.09721,A Comprehensive Survey on Benchmarks and Solutions in Software Engineering of LLM-Empowered Agentic System,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
980,https://doi.org/10.3390/info16100894,"Large Language Model Agents for Biomedicine: A Comprehensive Review of Methods, Evaluations, Challenges, and Future Directions",candidate,reviewed-retained,batch-19,keep,Biomedicine-focused LLM-agent review covering methods and evaluations; domain-specific but plausible survey material.
981,2512.06659,The Evolution of Agentic AI in Cybersecurity: From Single LLM Reasoners to Multi-Agent Systems and Autonomous Pipelines,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
982,https://doi.org/10.3390/bioengineering12121303,Agentic AI and Large Language Models in Radiology: Opportunities and Hallucination Challenges,candidate,reviewed-retained,batch-19,keep,Radiology-focused agentic LLM review; narrower and possibly more perspective-like but still relevant enough for deeper review.
983,https://doi.org/10.3390/fi17090404,"The Rise of Agentic AI: A Review of Definitions, Frameworks, Architectures, Applications, Evaluation Metrics, and Challenges",candidate,reviewed-retained,batch-20,keep,"DOI-backed 2025 survey with substantial reference/citation metadata and explicit coverage of agentic AI, frameworks, architectures, evaluation, and multi-agent systems; broad and likely uneven, but relevant enough for deeper corpus review."
