rank,id,title,status,coverage_status,review_batch,note
926,https://doi.org/10.5281/zenodo.18732505,Beyond Homo Economicus: Computational Verification of Amartya Sen's Meta-Ranking Theory in Multi-Agent Social Dilemmas,candidate,assigned-for-review,batch-18.csv,Assigned to a review batch.
927,https://doi.org/10.5281/zenodo.18728438,Beyond Homo Economicus: Computational Instantiation and Empirical Analysis of Amartya Sen's Meta-Ranking Theory in Multi-Agent Social Dilemmas,candidate,assigned-for-review,batch-19.csv,Assigned to a review batch.
928,2504.04438,DRAMA: A Dynamic Packet Routing Algorithm using Multi-Agent Reinforcement Learning with Emergent Communication,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
929,2502.01568,Visual Theory of Mind Enables the Invention of Proto-Writing,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
930,2508.17696,Fair Cooperation in Mixed-Motive Games via Conflict-Aware Gradient Adjustment,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
931,2505.11100,Bidirectional Distillation: A Mixed-Play Framework for Multi-Agent Generalizable Behaviors,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
932,2501.16138,Quantifying the Self-Interest Level of Markov Social Dilemmas,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
933,https://doi.org/10.1109/smc58881.2025.11343592,Spectrum Sharing in V2X Networks Based on Multi-Agent Graph Emergent Communication,candidate,assigned-for-review,batch-19.csv,Assigned to a review batch.
934,2401.12914,Emergent Communication Protocol Learning for Task Offloading in Industrial Internet of Things,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
935,2501.00160,"Deterministic Model of Incremental Multi-Agent Boltzmann Q-Learning: Transient Cooperation, Metastability, and Oscillations",candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
936,2412.12326,Achieving Collective Welfare in Multi-Agent Reinforcement Learning via Suggestion Sharing,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
937,2411.10459,Evolutionary Multi-agent Reinforcement Learning in Group Social Dilemmas,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
938,2409.09509,Learning Nudges for Conditional Cooperation: A Multi-Agent Reinforcement Learning Model,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
939,2405.02654,Enhancing Cooperation through Selective Interaction and Long-term Experiences in Multi-Agent Reinforcement Learning,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
940,https://doi.org/10.1109/reepe60449.2024.10479770,The «Stag Hunt» Social Dilemma in Multi-Agent Reinforcement Learning,candidate,assigned-for-review,batch-19.csv,Assigned to a review batch.
941,2306.11336,Cooperative Multi-Agent Learning for Navigation via Structured State Abstraction,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
942,2306.03830,Inductive Bias for Emergent Communication in a Continuous Setting,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
943,2312.08484,Self-Play Q-learners Can Provably Collude in the Iterated Prisoner's Dilemma,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
944,2310.04623,Deconstructing Cooperation and Ostracism via Multi-Agent Reinforcement Learning,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
945,2305.11358,Understanding the World to Solve Social Dilemmas Using Multi-Agent Reinforcement Learning,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
946,2301.13812,Learning Roles with Emergent Social Value Orientations,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
947,2202.09859,Cooperative Artificial Intelligence,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
948,2111.11129,Multi-lingual agents through multi-headed neural networks,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
949,2111.02827,Towards Learning to Speak and Hear Through Multi-Agent Communication over a Continuous Acoustic Channel,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
950,2110.08229,Influencing Towards Stable Multi-Agent Interactions,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
951,2112.08702,Learning to Share in Multi-Agent Reinforcement Learning,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
952,2110.11404,Statistical discrimination in learning agents,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
953,2105.07405,Robust optimal policies for team Markov games,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
954,2104.11455,Birds of a Feather Flock Together: A Close Look at Cooperation Emergence via Multi-Agent RL,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
955,2002.08878,Multi-Agent Reinforcement Learning as a Computational Tool for Language Evolution Research: Historical Context and Future Challenges,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
956,2002.05147,Multi-Agent Reinforcement Learning and Human Social Factors in Climate Change Mitigation,candidate,previously-removed,,Already removed from manifest and recorded in removed-low-quality file.
957,2601.03254,Automated Semantic Rules Detection (ASRD) for Emergent Communication Interpretation,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
958,2410.21803,SimSiam Naming Game: A Unified Approach for Representation Learning and Emergent Communication,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
959,https://doi.org/10.1016/j.neucom.2025.130105,LLM-guided decision-making toolkit for multi-agent reinforcement learning,candidate,assigned-for-review,batch-19.csv,Assigned to a review batch.
960,https://doi.org/10.1007/978-981-96-9894-3_2,LERO: LLM-driven Evolutionary Framework with Hybrid Rewards and Enhanced Observation for Multi-Agent Reinforcement Learning,candidate,assigned-for-review,batch-19.csv,Assigned to a review batch.
961,2604.05483,Can We Trust a Black-box LLM? LLM Untrustworthy Boundary Detection via Bias-Diffusion and Multi-Agent Reinforcement Learning,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
962,2401.12624,Knowledge Distillation from Language-Oriented to Emergent Communication for Multi-Agent Remote Control,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
963,https://doi.org/10.1109/access.2019.2902846,Multi-Objective Workflow Scheduling With Deep-Q-Network-Based Multi-Agent Reinforcement Learning,candidate,assigned-for-review,batch-19.csv,Assigned to a review batch.
964,https://doi.org/10.1016/j.jmsy.2021.07.015,Optimizing task scheduling in human-robot collaboration with deep multi-agent reinforcement learning,candidate,assigned-for-review,batch-19.csv,Assigned to a review batch.
965,https://doi.org/10.1109/jsac.2021.3087248,Effective Communications: A Joint Learning and Communication Framework for Multi-Agent Reinforcement Learning over Noisy Channels,candidate,assigned-for-review,batch-19.csv,Assigned to a review batch.
966,https://doi.org/10.1109/lra.2022.3184795,Multi-Agent Reinforcement Learning for Real-Time Dynamic Production Scheduling in a Robot Assembly Cell,candidate,assigned-for-review,batch-19.csv,Assigned to a review batch.
967,https://openalex.org/W2970272688,LIIR: Learning Individual Intrinsic Reward in Multi-Agent Reinforcement Learning,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
968,https://doi.org/10.1609/aaai.v36i9.21179,Multi-Agent Incentive Communication via Decentralized Teammate Modeling,candidate,assigned-for-review,batch-19.csv,Assigned to a review batch.
969,https://doi.org/10.1145/3292500.3330868,Automating Feature Subspace Exploration via Multi-Agent Reinforcement Learning,candidate,assigned-for-review,batch-19.csv,Assigned to a review batch.
970,https://doi.org/10.1109/tii.2022.3168319,Coordination for Multienergy Microgrids Using Multiagent Reinforcement Learning,candidate,assigned-for-review,batch-19.csv,Assigned to a review batch.
971,https://doi.org/10.1561/3300000050,Recommender Systems Meet Large Language Model Agents: A Survey,candidate,assigned-for-review,batch-19.csv,Assigned to a review batch.
972,https://doi.org/10.70777/si.v2i3.15417,"Highlights of the Issue: Governance, Agents, Evolutionary Search",candidate,assigned-for-review,batch-19.csv,Assigned to a review batch.
973,https://doi.org/10.1002/med4.70000,Agentic Large Language Models for Healthcare: Current Progress and Future Opportunities,candidate,assigned-for-review,batch-19.csv,Assigned to a review batch.
974,2504.19678,From LLM Reasoning to Autonomous AI Agents: A Comprehensive Review,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
975,https://doi.org/10.5281/zenodo.18648837,Antrocon — Multi-Agent LLM Orchestration System,candidate,assigned-for-review,batch-19.csv,Assigned to a review batch.
976,2503.23037,"Agentic Large Language Models, a survey",candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
977,https://doi.org/10.1109/csnt64827.2025.10968728,Coding Agents: A Comprehensive Survey of Automated Bug Fixing Systems and Benchmarks,candidate,assigned-for-review,batch-19.csv,Assigned to a review batch.
978,https://doi.org/10.20944/preprints202512.2119.v1,"Large Language Model Agents: A Comprehensive Survey on Architectures, Capabilities, and Applications",candidate,assigned-for-review,batch-19.csv,Assigned to a review batch.
979,2510.09721,A Comprehensive Survey on Benchmarks and Solutions in Software Engineering of LLM-Empowered Agentic System,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
980,https://doi.org/10.3390/info16100894,"Large Language Model Agents for Biomedicine: A Comprehensive Review of Methods, Evaluations, Challenges, and Future Directions",candidate,assigned-for-review,batch-19.csv,Assigned to a review batch.
981,2512.06659,The Evolution of Agentic AI in Cybersecurity: From Single LLM Reasoners to Multi-Agent Systems and Autonomous Pipelines,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
982,https://doi.org/10.3390/bioengineering12121303,Agentic AI and Large Language Models in Radiology: Opportunities and Hallucination Challenges,candidate,assigned-for-review,batch-19.csv,Assigned to a review batch.
983,https://doi.org/10.3390/fi17090404,"The Rise of Agentic AI: A Review of Definitions, Frameworks, Architectures, Applications, Evaluation Metrics, and Challenges",candidate,assigned-for-review,batch-20.csv,Assigned to a review batch.
984,https://doi.org/10.12688/f1000research.169927.1,"Trustworthy agentic AI systems: a cross-layer review of architectures, threat models, and governance strategies for real-world deployment",candidate,assigned-for-review,batch-20.csv,Assigned to a review batch.
985,2601.01891,"Agentic AI in Remote Sensing: Foundations, Taxonomy, and Emerging Systems",candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
986,2604.19049,Refute-or-Promote: An Adversarial Stage-Gated Multi-Agent Review Methodology for High-Precision LLM-Assisted Defect Discovery,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
987,2512.14321,Multi-Agent Medical Decision Consensus Matrix System: An Intelligent Collaborative Framework for Oncology MDT Consultations,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
988,2511.16931,OmniScientist: Toward a Co-evolving Ecosystem of Human and AI Scientists,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
989,2603.18235,"Toward Reliable, Safe, and Secure LLMs for Scientific Applications",candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
990,2410.02026,Zodiac: A Cardiologist-Level LLM Framework for Multi-Agent Diagnostics,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
991,https://doi.org/10.65109/awbm1925,Information Gathering in Decentralized POMDPs by Policy Graph Improvement,candidate,assigned-for-review,batch-20.csv,Assigned to a review batch.
992,1902.09840,Information Gathering in Decentralized POMDPs by Policy Graph\n Improvement,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
993,https://doi.org/10.3390/electronics12030659,Flexible Agent Architecture: Mixing Reactive and Deliberative Behaviors in SPADE,candidate,assigned-for-review,batch-20.csv,Assigned to a review batch.
994,https://doi.org/10.1080/10447318.2025.2495117,Simulating Social Behavior of LLM-Based Autonomous Negotiator Agents in a Game-Theoretical Framework Using Multi-Agent Systems,candidate,assigned-for-review,batch-20.csv,Assigned to a review batch.
995,https://openalex.org/W2571164237,A Large Data Exchange Method for Multi-agent in Java Agent Development Framework,candidate,assigned-for-review,batch-20.csv,Assigned to a review batch.
